Add,Province,Region,Riding #,Riding Name,Bloc,Con,Grn,Lib,NDP,Other,1st,2nd,3rd,Winner %,NDP /Green,NDP+Green /total,Winnability,NDP    /Total,Green /Total,# Incumbent + Winnable,# Could Greens run here?
43,ON,Durham and York,35056,Markham--Unionville,,25871,2318,20019,3393,863,Con,Lib,NDP,49.31%,146.38%,10.89%,,6.47%,4.42%,,
43,ON,Durham and York,35065,Newmarket--Aurora,,23079,3437,25957,6418,1577,Lib,Con,NDP,42.93%,186.73%,16.30%,,10.61%,5.68%,,
43,ON,Durham and York,35074,Oshawa,,23989,3117,15592,17531,1385,Con,NDP,Lib,38.93%,562.43%,33.51%,Winnable,28.45%,5.06%,,
43,ON,Durham and York,35085,Pickering--Uxbridge,,18320,3711,32019,7462,1239,Lib,Con,NDP,51.03%,201.08%,17.81%,,11.89%,5.91%,,
43,ON,Durham and York,35087,Richmond Hill,,21692,1695,21804,4425,633,Lib,Con,NDP,43.39%,261.06%,12.18%,,8.81%,3.37%,,
43,ON,Durham and York,35104,Thornhill,,29082,1567,18872,3603,308,Con,Lib,NDP,54.43%,229.93%,9.68%,,6.74%,2.93%,,
43,ON,Durham and York,35111,Vaughan--Woodbridge,,18215,1286,25654,3845,1010,Lib,Con,NDP,51.30%,298.99%,10.26%,,7.69%,2.57%,,
43,ON,Durham and York,35114,Whitby,,24307,3649,29713,9547,843,Lib,Con,NDP,43.66%,261.63%,19.39%,Stretch,14.03%,5.36%,,
43,ON,Eastern Ontario,35006,Bay of Quinte,,22886,3744,24351,9770,1202,Lib,Con,NDP,39.31%,260.95%,21.81%,Stretch,15.77%,6.04%,,
43,ON,Eastern Ontario,35031,Glengarry--Prescott--Russell,,22849,2017,29991,6619,1821,Lib,Con,NDP,47.38%,328.16%,13.64%,,10.46%,3.19%,,
43,ON,Eastern Ontario,35039,Hastings--Lennox and Addington,,21225,2991,18991,6840,1274,Con,Lib,NDP,41.36%,228.69%,19.16%,Stretch,13.33%,5.83%,,
43,ON,Eastern Ontario,35044,Kingston and the Islands,,12808,5867,30688,15592,1717,Lib,NDP,Con,46.03%,265.76%,32.19%,Stretch,23.39%,8.80%,,
